,intent-acc.,slot-f1,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config
0,0.3196787148594378,0.5046046363925055,0.3196787148594378,0.5583982202447163,ATIS,perturb_2_verb_clusters,valid,distilbert-base-multilingual-cased,7321,25,ende.ATIS
1,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_als_in_comparative_constructions,valid,distilbert-base-multilingual-cased,7321,1,ende.ATIS
2,0.3204819277108434,0.48178576964811654,0.3196787148594378,0.5583982202447163,ATIS,perturb_am_infinitive,valid,distilbert-base-multilingual-cased,7321,181,ende.ATIS
3,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_article_before_personal_name,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
4,0.3196787148594378,0.46212361331220286,0.3196787148594378,0.5583982202447163,ATIS,perturb_contracted_verb_and_pronoun,valid,distilbert-base-multilingual-cased,7321,122,ende.ATIS
5,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_da,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
6,0.3196787148594378,0.5042070169868234,0.3196787148594378,0.5583982202447163,ATIS,perturb_denn_in_questions,valid,distilbert-base-multilingual-cased,7321,1,ende.ATIS
7,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_double_article,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
8,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_existential_clause,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
9,0.3196787148594378,0.5019844419749167,0.3196787148594378,0.5583982202447163,ATIS,perturb_genitive_to_dativ,valid,distilbert-base-multilingual-cased,7321,22,ende.ATIS
10,0.3196787148594378,0.4970898222431964,0.3196787148594378,0.5583982202447163,ATIS,perturb_in,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
11,0.3180722891566265,0.48083400160384926,0.3196787148594378,0.5583982202447163,ATIS,perturb_nach,valid,distilbert-base-multilingual-cased,7321,491,ende.ATIS
12,0.3196787148594378,0.5048420384187966,0.3196787148594378,0.5583982202447163,ATIS,perturb_negative_concord,valid,distilbert-base-multilingual-cased,7321,0,ende.ATIS
13,0.3196787148594378,0.5034920634920635,0.3196787148594378,0.5583982202447163,ATIS,perturb_possesive_genitive,valid,distilbert-base-multilingual-cased,7321,4,ende.ATIS
