,intact_intent-acc.,intact_slot-f1,slot-f1,intent-acc.,perturbation,transformer_model
0,0.764,0.73423,0.730749,0.764,perturb_2_verb_clusters,bert-base-multilingual-cased
1,0.764,0.73423,0.730749,0.764,perturb_als_in_comparative_constructions,bert-base-multilingual-cased
2,0.764,0.73423,0.725865,0.762,perturb_am_infinitive,bert-base-multilingual-cased
3,0.764,0.73423,0.696281,0.764,perturb_article_before_personal_name,bert-base-multilingual-cased
4,0.764,0.73423,0.658726,0.764,perturb_contracted_verb_and_pronoun,bert-base-multilingual-cased
5,0.764,0.73423,0.730749,0.764,perturb_da,bert-base-multilingual-cased
6,0.764,0.73423,0.586777,0.764,perturb_denn_in_questions,bert-base-multilingual-cased
7,0.764,0.73423,0.730749,0.764,perturb_double_article,bert-base-multilingual-cased
8,0.764,0.73423,0.730749,0.764,perturb_existential_clause,bert-base-multilingual-cased
9,0.764,0.73423,0.717313,0.764,perturb_genitive_to_dativ,bert-base-multilingual-cased
10,0.764,0.73423,0.73029,0.764,perturb_in,bert-base-multilingual-cased
11,0.764,0.73423,0.730749,0.764,perturb_nach,bert-base-multilingual-cased
12,0.764,0.73423,0.730749,0.764,perturb_negative_concord,bert-base-multilingual-cased
13,0.764,0.73423,0.728306,0.764,perturb_possesive_genitive,bert-base-multilingual-cased
14,0.764,0.73423,0.730749,0.764,perturb_relative_pronoun,bert-base-multilingual-cased
15,0.764,0.73423,0.732438,0.766,perturb_schwa_elision_in_verbs,bert-base-multilingual-cased
16,0.764,0.73423,0.691898,0.718,perturb_swap_name,bert-base-multilingual-cased
17,0.764,0.73423,0.677199,0.756,perturb_tun_imperativ,bert-base-multilingual-cased
18,0.94,0.831031,0.82678,0.94,perturb_2_verb_clusters,microsoft/mdeberta-v3-base
19,0.94,0.831031,0.82678,0.94,perturb_als_in_comparative_constructions,microsoft/mdeberta-v3-base
20,0.94,0.831031,0.822092,0.94,perturb_am_infinitive,microsoft/mdeberta-v3-base
21,0.94,0.831031,0.786397,0.938,perturb_article_before_personal_name,microsoft/mdeberta-v3-base
22,0.94,0.831031,0.732484,0.94,perturb_contracted_verb_and_pronoun,microsoft/mdeberta-v3-base
23,0.94,0.831031,0.82678,0.94,perturb_da,microsoft/mdeberta-v3-base
24,0.94,0.831031,0.659574,0.942,perturb_denn_in_questions,microsoft/mdeberta-v3-base
25,0.94,0.831031,0.82678,0.94,perturb_double_article,microsoft/mdeberta-v3-base
26,0.94,0.831031,0.82678,0.94,perturb_existential_clause,microsoft/mdeberta-v3-base
27,0.94,0.831031,0.817021,0.94,perturb_genitive_to_dativ,microsoft/mdeberta-v3-base
28,0.94,0.831031,0.821277,0.94,perturb_in,microsoft/mdeberta-v3-base
29,0.94,0.831031,0.82678,0.94,perturb_nach,microsoft/mdeberta-v3-base
30,0.94,0.831031,0.82678,0.94,perturb_negative_concord,microsoft/mdeberta-v3-base
