,intact_intent-acc.,intact_slot-f1,slot-f1,intent-acc.,perturbation,transformer_model
0,0.932,0.844327,0.840274,0.932,perturb_2_verb_clusters,google/rembert
1,0.932,0.844327,0.840274,0.932,perturb_als_in_comparative_constructions,google/rembert
2,0.932,0.844327,0.837553,0.93,perturb_am_infinitive,google/rembert
3,0.932,0.844327,0.802743,0.932,perturb_article_before_personal_name,google/rembert
4,0.932,0.844327,0.74882,0.932,perturb_contracted_verb_and_pronoun,google/rembert
5,0.932,0.844327,0.840274,0.932,perturb_da,google/rembert
6,0.932,0.844327,0.669487,0.932,perturb_denn_in_questions,google/rembert
7,0.932,0.844327,0.840274,0.932,perturb_double_article,google/rembert
8,0.932,0.844327,0.840274,0.932,perturb_existential_clause,google/rembert
9,0.932,0.844327,0.82824,0.932,perturb_genitive_to_dativ,google/rembert
10,0.932,0.844327,0.834388,0.932,perturb_in,google/rembert
11,0.932,0.844327,0.840274,0.932,perturb_nach,google/rembert
12,0.932,0.844327,0.840274,0.932,perturb_negative_concord,google/rembert
13,0.932,0.844327,0.838166,0.932,perturb_possesive_genitive,google/rembert
14,0.932,0.844327,0.840274,0.932,perturb_relative_pronoun,google/rembert
15,0.932,0.844327,0.837724,0.93,perturb_schwa_elision_in_verbs,google/rembert
16,0.932,0.844327,0.80109,0.884,perturb_swap_name,google/rembert
17,0.932,0.844327,0.780411,0.914,perturb_tun_imperativ,google/rembert
18,0.8,0.730416,0.725702,0.8,perturb_2_verb_clusters,bert-base-multilingual-cased
19,0.8,0.730416,0.725702,0.8,perturb_als_in_comparative_constructions,bert-base-multilingual-cased
20,0.8,0.730416,0.719914,0.802,perturb_am_infinitive,bert-base-multilingual-cased
21,0.8,0.730416,0.690772,0.794,perturb_article_before_personal_name,bert-base-multilingual-cased
22,0.8,0.730416,0.660879,0.8,perturb_contracted_verb_and_pronoun,bert-base-multilingual-cased
23,0.8,0.730416,0.725702,0.8,perturb_da,bert-base-multilingual-cased
24,0.8,0.730416,0.588235,0.798,perturb_denn_in_questions,bert-base-multilingual-cased
25,0.8,0.730416,0.725702,0.8,perturb_double_article,bert-base-multilingual-cased
26,0.8,0.730416,0.725702,0.8,perturb_existential_clause,bert-base-multilingual-cased
27,0.8,0.730416,0.714903,0.802,perturb_genitive_to_dativ,bert-base-multilingual-cased
28,0.8,0.730416,0.717615,0.8,perturb_in,bert-base-multilingual-cased
29,0.8,0.730416,0.725702,0.8,perturb_nach,bert-base-multilingual-cased
30,0.8,0.730416,0.725702,0.8,perturb_negative_concord,bert-base-multilingual-cased
31,0.8,0.730416,0.724622,0.8,perturb_possesive_genitive,bert-base-multilingual-cased
32,0.8,0.730416,0.725702,0.8,perturb_relative_pronoun,bert-base-multilingual-cased
33,0.8,0.730416,0.723243,0.772,perturb_schwa_elision_in_verbs,bert-base-multilingual-cased
34,0.8,0.730416,0.69188,0.76,perturb_swap_name,bert-base-multilingual-cased
35,0.8,0.730416,0.667389,0.764,perturb_tun_imperativ,bert-base-multilingual-cased
36,0.732,0.720759,0.720759,0.73,perturb_2_verb_clusters,microsoft/Multilingual-MiniLM-L12-H384
37,0.732,0.720759,0.720759,0.732,perturb_als_in_comparative_constructions,microsoft/Multilingual-MiniLM-L12-H384
38,0.732,0.720759,0.71406,0.732,perturb_am_infinitive,microsoft/Multilingual-MiniLM-L12-H384
39,0.732,0.720759,0.681435,0.734,perturb_article_before_personal_name,microsoft/Multilingual-MiniLM-L12-H384
40,0.732,0.720759,0.626646,0.734,perturb_contracted_verb_and_pronoun,microsoft/Multilingual-MiniLM-L12-H384
41,0.732,0.720759,0.720759,0.732,perturb_da,microsoft/Multilingual-MiniLM-L12-H384
42,0.732,0.720759,0.556668,0.732,perturb_denn_in_questions,microsoft/Multilingual-MiniLM-L12-H384
43,0.732,0.720759,0.720759,0.732,perturb_double_article,microsoft/Multilingual-MiniLM-L12-H384
44,0.732,0.720759,0.720759,0.732,perturb_existential_clause,microsoft/Multilingual-MiniLM-L12-H384
45,0.732,0.720759,0.706316,0.732,perturb_genitive_to_dativ,microsoft/Multilingual-MiniLM-L12-H384
46,0.732,0.720759,0.718354,0.734,perturb_in,microsoft/Multilingual-MiniLM-L12-H384
47,0.732,0.720759,0.720759,0.732,perturb_nach,microsoft/Multilingual-MiniLM-L12-H384
48,0.732,0.720759,0.720759,0.732,perturb_negative_concord,microsoft/Multilingual-MiniLM-L12-H384
49,0.732,0.720759,0.719326,0.73,perturb_possesive_genitive,microsoft/Multilingual-MiniLM-L12-H384
50,0.732,0.720759,0.720759,0.732,perturb_relative_pronoun,microsoft/Multilingual-MiniLM-L12-H384
51,0.732,0.720759,0.716245,0.732,perturb_schwa_elision_in_verbs,microsoft/Multilingual-MiniLM-L12-H384
52,0.732,0.720759,0.681546,0.7,perturb_swap_name,microsoft/Multilingual-MiniLM-L12-H384
53,0.732,0.720759,0.667707,0.712,perturb_tun_imperativ,microsoft/Multilingual-MiniLM-L12-H384
54,0.78,0.70943,0.705367,0.78,perturb_2_verb_clusters,bert-base-multilingual-cased
55,0.78,0.70943,0.705367,0.78,perturb_als_in_comparative_constructions,bert-base-multilingual-cased
56,0.78,0.70943,0.699232,0.778,perturb_am_infinitive,bert-base-multilingual-cased
57,0.78,0.70943,0.664841,0.78,perturb_article_before_personal_name,bert-base-multilingual-cased
58,0.78,0.70943,0.643211,0.78,perturb_contracted_verb_and_pronoun,bert-base-multilingual-cased
59,0.78,0.70943,0.705367,0.78,perturb_da,bert-base-multilingual-cased
60,0.78,0.70943,0.567197,0.778,perturb_denn_in_questions,bert-base-multilingual-cased
61,0.78,0.70943,0.705367,0.78,perturb_double_article,bert-base-multilingual-cased
62,0.78,0.70943,0.705367,0.78,perturb_existential_clause,bert-base-multilingual-cased
63,0.78,0.70943,0.693699,0.78,perturb_genitive_to_dativ,bert-base-multilingual-cased
64,0.78,0.70943,0.701812,0.78,perturb_in,bert-base-multilingual-cased
65,0.78,0.70943,0.705367,0.78,perturb_nach,bert-base-multilingual-cased
66,0.78,0.70943,0.705367,0.78,perturb_negative_concord,bert-base-multilingual-cased
67,0.78,0.70943,0.702407,0.78,perturb_possesive_genitive,bert-base-multilingual-cased
68,0.78,0.70943,0.705367,0.78,perturb_relative_pronoun,bert-base-multilingual-cased
69,0.78,0.70943,0.704009,0.784,perturb_schwa_elision_in_verbs,bert-base-multilingual-cased
70,0.78,0.70943,0.659852,0.72,perturb_swap_name,bert-base-multilingual-cased
71,0.78,0.70943,0.653888,0.8,perturb_tun_imperativ,bert-base-multilingual-cased
72,0.77,0.637214,0.633766,0.77,perturb_2_verb_clusters,distilbert-base-multilingual-cased
73,0.77,0.637214,0.633766,0.77,perturb_als_in_comparative_constructions,distilbert-base-multilingual-cased
74,0.77,0.637214,0.63136,0.77,perturb_am_infinitive,distilbert-base-multilingual-cased
75,0.77,0.637214,0.604772,0.77,perturb_article_before_personal_name,distilbert-base-multilingual-cased
