,intact_intent-acc.,intact_slot-f1,slot-f1,intent-acc.,perturbation,transformer_model
0,0.988,0.957557,0.817248,0.988,acomp_focusing_like,bert-base-multilingual-cased
1,0.988,0.957557,0.867556,0.988,aint_be,bert-base-multilingual-cased
2,0.988,0.957557,0.87269,0.988,aint_before_main,bert-base-multilingual-cased
3,0.988,0.957557,0.87269,0.988,aint_have,bert-base-multilingual-cased
4,0.988,0.957557,0.840862,0.988,analytic_superlative,bert-base-multilingual-cased
5,0.988,0.957557,0.87269,0.988,analytic_whose_relativizer,bert-base-multilingual-cased
6,0.988,0.957557,0.87269,0.988,anaphoric_it,bert-base-multilingual-cased
7,0.988,0.957557,0.87269,0.988,bare_past_tense,bert-base-multilingual-cased
8,0.988,0.957557,0.868583,0.988,bare_perfect,bert-base-multilingual-cased
9,0.988,0.957557,0.87269,0.988,be_perfect,bert-base-multilingual-cased
10,0.988,0.957557,0.86345,0.988,benefactive_dative,bert-base-multilingual-cased
11,0.988,0.957557,0.87269,0.988,chaining_main_verbs,bert-base-multilingual-cased
12,0.988,0.957557,0.855971,0.988,clefting,bert-base-multilingual-cased
13,0.988,0.957557,0.87269,0.988,come_future,bert-base-multilingual-cased
14,0.988,0.957557,0.87269,0.988,comparative_as_to,bert-base-multilingual-cased
15,0.988,0.957557,0.87269,0.988,comparative_more_and,bert-base-multilingual-cased
16,0.988,0.957557,0.87269,0.988,comparative_than,bert-base-multilingual-cased
17,0.988,0.957557,0.87269,0.988,completive_done,bert-base-multilingual-cased
18,0.988,0.957557,0.87269,0.988,completive_have_done,bert-base-multilingual-cased
19,0.988,0.957557,0.87269,0.988,conditional_were_was,bert-base-multilingual-cased
20,0.988,0.957557,0.87269,0.988,corr_conjunction_doubling,bert-base-multilingual-cased
21,0.988,0.957557,0.87269,0.988,degree_adj_for_adv,bert-base-multilingual-cased
22,0.988,0.957557,0.871795,0.988,demonstrative_for_definite_articles,bert-base-multilingual-cased
23,0.988,0.957557,0.31606,0.942,do_tense_marker,bert-base-multilingual-cased
24,0.988,0.957557,0.87269,0.988,dont,bert-base-multilingual-cased
25,0.988,0.957557,0.861396,0.988,double_comparative,bert-base-multilingual-cased
26,0.988,0.957557,0.747433,0.988,double_modals,bert-base-multilingual-cased
27,0.988,0.957557,0.841889,0.988,double_superlative,bert-base-multilingual-cased
28,0.988,0.957557,0.832649,0.988,drop_aux_be_progressive,bert-base-multilingual-cased
29,0.988,0.957557,0.87269,0.988,drop_aux_have,bert-base-multilingual-cased
30,0.988,0.957557,0.800205,0.988,drop_aux_wh,bert-base-multilingual-cased
31,0.988,0.957557,0.797124,0.988,drop_aux_yn,bert-base-multilingual-cased
32,0.988,0.957557,0.861396,0.988,drop_copula_be_AP,bert-base-multilingual-cased
33,0.988,0.957557,0.868138,0.988,drop_copula_be_NP,bert-base-multilingual-cased
34,0.988,0.957557,0.865503,0.988,drop_copula_be_locative,bert-base-multilingual-cased
35,0.988,0.957557,0.872242,0.988,em_subj_pronoun,bert-base-multilingual-cased
36,0.988,0.957557,0.87269,0.988,emphatic_reflex,bert-base-multilingual-cased
37,0.988,0.957557,0.865503,0.988,existential_got,bert-base-multilingual-cased
38,0.988,0.957557,0.87269,0.988,existential_it,bert-base-multilingual-cased
39,0.988,0.957557,0.87269,0.988,existential_there,bert-base-multilingual-cased
40,0.988,0.957557,0.832057,0.988,finna_future,bert-base-multilingual-cased
41,0.988,0.957557,0.870902,0.988,fixin_future,bert-base-multilingual-cased
42,0.988,0.957557,0.87269,0.988,flat_adj_for_adv,bert-base-multilingual-cased
43,0.988,0.957557,0.725873,0.988,for_to,bert-base-multilingual-cased
44,0.988,0.957557,0.87269,0.988,for_to_pupose,bert-base-multilingual-cased
45,0.988,0.957557,0.833419,0.988,future_sub_gon,bert-base-multilingual-cased
46,0.988,0.957557,0.876797,0.986,generalized_third_person_s,bert-base-multilingual-cased
47,0.988,0.957557,0.87269,0.988,got_gotten,bert-base-multilingual-cased
48,0.988,0.957557,0.87269,0.988,his_he,bert-base-multilingual-cased
49,0.988,0.957557,0.87269,0.988,if_would,bert-base-multilingual-cased
50,0.988,0.957557,0.868677,0.988,indef_one,bert-base-multilingual-cased
51,0.988,0.957557,0.839671,0.988,invariant_tag_can_or_not,bert-base-multilingual-cased
52,0.988,0.957557,0.839671,0.988,invariant_tag_non_concord,bert-base-multilingual-cased
53,0.988,0.957557,0.87269,0.988,inverted_indirect_question,bert-base-multilingual-cased
54,0.988,0.957557,0.87269,0.988,irrealis_be_done,bert-base-multilingual-cased
55,0.988,0.957557,0.87269,0.988,it_dobj,bert-base-multilingual-cased
56,0.988,0.957557,0.87269,0.988,it_is_referential,bert-base-multilingual-cased
57,0.988,0.957557,0.87269,0.988,linking_relcl,bert-base-multilingual-cased
58,0.988,0.957557,0.880781,0.99,mass_noun_plurals,bert-base-multilingual-cased
59,0.988,0.957557,0.87269,0.988,me_coordinate_subjects,bert-base-multilingual-cased
60,0.988,0.957557,0.87269,0.988,more_much,bert-base-multilingual-cased
61,0.988,0.957557,0.87269,0.988,myself_coordinate_subjects,bert-base-multilingual-cased
62,0.988,0.957557,0.867556,0.988,negative_concord,bert-base-multilingual-cased
63,0.988,0.957557,0.870637,0.988,negative_inversion,bert-base-multilingual-cased
64,0.988,0.957557,0.87269,0.988,never_negator,bert-base-multilingual-cased
65,0.988,0.957557,0.87269,0.988,no_gender_distinction,bert-base-multilingual-cased
66,0.988,0.957557,0.877572,0.988,null_genitive,bert-base-multilingual-cased
67,0.988,0.957557,0.87269,0.988,null_referential_pronouns,bert-base-multilingual-cased
