,slot-f1,intent-acc.,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config,"confusion_matrix (gold, perturbed)",success_rate,"confusion_matrix (intact, perturbed)",all_intent-acc.,all_slot-f1
0,0.730749354005168,0.764,0.764,0.7342295760082729,xSID,perturb_2_verb_clusters,test,bert-base-multilingual-cased,5498,5,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
1,0.730749354005168,0.764,0.764,0.7342295760082729,xSID,perturb_als_in_comparative_constructions,test,bert-base-multilingual-cased,5498,4,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
2,0.725864739287558,0.762,0.764,0.7342295760082729,xSID,perturb_am_infinitive,test,bert-base-multilingual-cased,5498,21,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",2,"Counter({('BookRestaurant', 'weather/find'): 1, ('SearchScreeningEvent', 'weather/find'): 1})",0.71,0.5137318255250404
3,0.6962809917355371,0.764,0.764,0.7342295760082729,xSID,perturb_article_before_personal_name,test,bert-base-multilingual-cased,5498,38,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
4,0.6587260486794406,0.764,0.764,0.7342295760082729,xSID,perturb_contracted_verb_and_pronoun,test,bert-base-multilingual-cased,5498,58,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
5,0.730749354005168,0.764,0.764,0.7342295760082729,xSID,perturb_da,test,bert-base-multilingual-cased,5498,4,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
6,0.5867768595041323,0.764,0.764,0.7342295760082729,xSID,perturb_denn_in_questions,test,bert-base-multilingual-cased,5498,120,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
7,0.730749354005168,0.764,0.764,0.7342295760082729,xSID,perturb_double_article,test,bert-base-multilingual-cased,5498,4,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
8,0.730749354005168,0.764,0.764,0.7342295760082729,xSID,perturb_existential_clause,test,bert-base-multilingual-cased,5498,4,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
9,0.717312661498708,0.764,0.764,0.7342295760082729,xSID,perturb_genitive_to_dativ,test,bert-base-multilingual-cased,5498,13,xSID,"Counter({('alarm/cancel_alarm', 'weather/find'): 22, ('alarm/show_alarms', 'weather/find'): 17, ('alarm/set_alarm', 'weather/find'): 9, ('reminder/set_reminder', 'reminder/cancel_reminder'): 9, ('PlayMusic', 'SearchCreativeWork'): 9, ('alarm/set_alarm', 'BookRestaurant'): 8, ('AddToPlaylist', 'weather/find'): 7, ('reminder/cancel_reminder', 'weather/find'): 5, ('reminder/cancel_reminder', 'reminder/set_reminder'): 4, ('alarm/cancel_alarm', 'alarm/set_alarm'): 4, ('reminder/show_reminders', 'SearchCreativeWork'): 3, ('alarm/cancel_alarm', 'reminder/cancel_reminder'): 3, ('alarm/time_left_on_alarm', 'weather/find'): 3, ('reminder/cancel_reminder', 'reminder/show_reminders'): 3, ('alarm/cancel_alarm', 'alarm/snooze_alarm'): 3, ('reminder/set_reminder', 'alarm/set_alarm'): 3, ('SearchCreativeWork', 'weather/find'): 3, ('SearchScreeningEvent', 'SearchCreativeWork'): 3, ('PlayMusic', 'weather/find'): 3, ('alarm/show_alarms', 'reminder/show_reminders'): 2, ('reminder/set_reminder', 'SearchCreativeWork'): 2, ('alarm/set_alarm', 'alarm/modify_alarm'): 2, ('SearchScreeningEvent', 'weather/find'): 2, ('BookRestaurant', 'weather/find'): 2, ('AddToPlaylist', 'PlayMusic'): 2, ('reminder/set_reminder', 'weather/find'): 1, ('reminder/set_reminder', 'PlayMusic'): 1, ('reminder/cancel_reminder', 'SearchCreativeWork'): 1, ('alarm/set_alarm', 'RateBook'): 1, ('alarm/set_alarm', 'alarm/snooze_alarm'): 1, ('AddToPlaylist', 'weather/checkSunrise'): 1, ('AddToPlaylist', 'RateBook'): 1, ('PlayMusic', 'reminder/cancel_reminder'): 1, ('SearchScreeningEvent', 'PlayMusic'): 1, ('SearchCreativeWork', 'PlayMusic'): 1, ('BookRestaurant', 'RateBook'): 1, ('AddToPlaylist', 'SearchCreativeWork'): 1})",0,Counter(),0.71,0.5137318255250404
